FamilyMembers,TotalPower,Season,HouseType,Sqft,Units
8,11140,Winter,Flat,5027,10189.39
6,9110,Rainy,Flat,2851,2526.9
1,9880,Rainy,Flat,9935,12493.07
2,17395,Winter,House,458,1266.81
8,10650,Rainy,Flat,7818,13239.11
6,5240,Winter,Flat,9196,5361.47
1,10320,Winter,House,5941,23955.63
1,19070,Rainy,House,2248,6501.58
1,9000,Winter,House,1523,1275.31
7,23960,Winter,House,5178,20000.76
2,8040,Summer,Flat,9808,8342.13
2,5030,Winter,Flat,6268,5021.08
6,2205,Rainy,House,8538,5160.7
8,4850,Rainy,House,9081,8594.59
6,27760,Winter,House,8348,46080.79
8,3825,Summer,Flat,9930,7219.03
6,5905,Rainy,Flat,4159,6237.22
1,8360,Winter,House,6730,12006.0
8,8480,Winter,Flat,805,743.36
1,20640,Rainy,Flat,8176,28363.24
8,8200,Winter,Flat,2563,1630.7
6,5655,Summer,House,5649,2893.21
8,5000,Winter,House,2168,1635.78
2,16830,Winter,House,419,1039.42
6,10510,Winter,Flat,563,977.38
5,18360,Winter,House,2247,4155.29
4,13810,Rainy,Flat,674,2123.55
8,17700,Summer,Flat,2098,9429.57
3,7785,Winter,House,2075,4728.13
4,22500,Summer,Flat,2230,9973.96
6,14695,Rainy,Flat,9099,18975.77
2,14295,Summer,House,5163,29353.48
7,12990,Winter,Flat,9738,19734.0
4,19110,Summer,Flat,7320,38596.07
5,13810,Summer,House,8370,40438.28
7,1450,Rainy,Flat,7919,2299.01
6,1315,Rainy,Flat,5136,542.87
3,3575,Rainy,House,1599,428.42
7,16165,Summer,Flat,2199,7277.75
7,10700,Winter,Flat,8101,13529.09
5,1300,Winter,Flat,1601,164.07
5,9640,Winter,House,7978,17340.94
5,33270,Winter,Flat,9027,31182.18
7,24045,Rainy,House,9368,41420.43
3,13010,Rainy,House,1626,4253.93
1,10620,Summer,House,2686,10830.5
3,11360,Winter,Flat,9806,24144.68
7,21320,Winter,House,1450,4184.29
6,2165,Summer,House,3541,2250.9
6,5735,Summer,Flat,3253,5975.97
2,19500,Rainy,Flat,8769,25859.52
2,26890,Winter,Flat,9953,41425.06
4,6210,Summer,Flat,5961,10297.97
1,3510,Rainy,House,5634,5515.02
5,7005,Summer,House,5280,16345.29
5,9030,Winter,House,9551,10355.84
6,8500,Rainy,Flat,1262,1922.18
2,10295,Winter,Flat,4933,3984.15
5,5750,Summer,House,3096,3383.4
4,21000,Winter,Flat,4890,12326.1
7,8940,Summer,House,1278,3245.09
7,11650,Winter,Flat,9667,15557.58
4,9060,Rainy,House,6449,21413.32
7,10815,Winter,House,4783,17866.75
8,9950,Rainy,House,7355,25494.27
1,8640,Winter,House,7012,15746.06
4,23745,Rainy,House,4567,26994.28
1,7480,Rainy,Flat,5347,8993.59
1,6170,Rainy,Flat,7201,4587.0
5,8000,Summer,House,6553,10877.75
3,25850,Summer,House,3010,13735.68
3,17000,Rainy,Flat,9668,22301.75
4,7750,Rainy,House,8859,12253.77
7,11540,Rainy,Flat,3281,7200.82
2,3980,Summer,Flat,1357,1652.77
3,7300,Summer,Flat,1206,1376.11
1,18330,Winter,Flat,3066,7615.2
2,7755,Rainy,Flat,556,739.71
8,21500,Rainy,House,1272,4742.44
6,3935,Rainy,Flat,3188,1984.61
7,1035,Summer,Flat,9141,907.32
7,12210,Summer,House,6836,21653.35
3,13000,Winter,Flat,577,794.82
5,900,Summer,House,725,171.56
3,3600,Winter,House,4454,4169.07
8,21760,Winter,Flat,3554,13417.72
1,18500,Winter,Flat,6039,8182.16
3,19250,Rainy,Flat,9515,23645.43
3,11800,Summer,Flat,9111,39788.55
8,4440,Summer,Flat,2497,2280.37
1,585,Rainy,Flat,9561,1116.17
6,15320,Rainy,House,2077,2833.43
5,10175,Rainy,House,1696,4350.88
4,1030,Rainy,Flat,6335,351.9
6,11600,Winter,Flat,7283,6240.47
5,3140,Summer,Flat,9507,5664.74
4,21505,Summer,House,1718,11260.34
6,13355,Rainy,Flat,7386,10807.1
7,8770,Summer,House,3670,7516.62
1,8755,Winter,Flat,4832,2857.05
6,6300,Winter,House,7099,10255.35
4,18360,Rainy,Flat,4735,25217.67
8,1690,Rainy,Flat,6051,1942.04
5,4340,Summer,House,6225,7761.01
4,2550,Rainy,Flat,1090,445.02
8,8600,Rainy,Flat,3197,2205.77
3,8620,Summer,Flat,7676,16904.99
5,5350,Rainy,Flat,3885,1504.39
4,2190,Winter,Flat,6906,2595.39
6,5290,Summer,House,7267,7380.39
5,9095,Summer,Flat,3386,3992.77
6,27850,Rainy,Flat,3452,14499.8
8,13515,Summer,Flat,5744,7273.06
5,18130,Rainy,Flat,3102,9599.94
2,5025,Summer,House,8781,7111.19
2,3910,Summer,Flat,2340,1369.83
6,10740,Rainy,Flat,6127,15524.9
3,19300,Winter,House,8005,40855.15
8,2905,Summer,House,4506,2674.8
6,15000,Summer,House,9091,18696.28
4,4255,Summer,House,7969,8671.69
5,8460,Summer,House,741,495.54
4,7680,Rainy,Flat,8581,18156.74
7,8440,Winter,House,6776,8865.89
5,9530,Summer,House,8327,28008.65
4,900,Winter,House,6458,739.94
2,22100,Rainy,Flat,9294,30400.24
8,13610,Winter,House,5487,16992.86
6,20775,Winter,Flat,1789,6875.24
8,13350,Rainy,Flat,4401,10536.94
1,4430,Summer,House,5478,4194.06
5,495,Winter,House,8245,636.24
3,4820,Summer,House,8617,6633.06
5,18960,Winter,Flat,541,1508.31
4,10025,Rainy,Flat,8847,14898.67
1,28415,Rainy,Flat,6550,37362.91
8,21220,Rainy,House,8280,35527.58
6,10325,Summer,House,8215,15813.37
5,9665,Summer,Flat,9268,8469.51
8,8095,Rainy,House,6036,11669.27
3,10610,Winter,Flat,3492,5686.61
5,19730,Winter,House,8313,21566.25
4,17190,Rainy,Flat,6716,8940.38
1,3640,Winter,Flat,2459,2164.52
5,12610,Rainy,House,6603,17967.73
3,24840,Winter,House,563,2198.93
6,17630,Summer,Flat,3528,12201.38
1,7240,Summer,Flat,8818,8671.65
5,8485,Summer,Flat,9061,12151.69
8,3090,Rainy,Flat,4798,1615.73
3,12330,Winter,House,3773,12602.36
5,3470,Summer,Flat,8730,5032.08
8,5130,Rainy,House,8493,13332.56
2,21980,Summer,Flat,8454,40113.93
1,24300,Rainy,Flat,6075,21193.32
1,9255,Winter,House,3004,4281.19
3,8300,Summer,House,1652,4677.44
4,18875,Winter,Flat,1333,1720.43
1,11145,Summer,House,3187,9246.42
8,21980,Summer,House,1444,8313.78
6,17150,Summer,House,6550,18139.17
6,3700,Winter,House,3035,3364.15
7,6985,Winter,Flat,1768,1678.0
5,28155,Summer,Flat,2806,16237.57
4,1370,Rainy,Flat,4066,432.42
1,3200,Rainy,Flat,3083,1260.1
7,6420,Winter,Flat,8758,11278.29
5,8045,Rainy,Flat,8398,10057.53
5,4455,Rainy,House,1978,1478.88
8,12680,Rainy,House,5322,20377.3
3,600,Summer,House,7439,588.09
1,11400,Summer,House,3554,18354.51
1,24450,Rainy,House,4635,8450.17
7,4380,Summer,Flat,6965,7279.97
8,7950,Winter,Flat,900,348.57
7,5775,Summer,House,8817,17216.58
7,16100,Summer,Flat,3545,8995.79
6,8820,Rainy,House,7826,12135.42
5,21000,Rainy,Flat,1878,6562.93
7,685,Summer,Flat,2952,311.95
6,9900,Rainy,House,3298,3380.13
6,9045,Summer,House,8525,5240.24
4,4100,Winter,Flat,1549,808.25
4,9960,Rainy,Flat,6553,7865.4
1,13470,Summer,Flat,9369,31054.31
8,5745,Winter,Flat,4432,3288.83
2,12115,Winter,Flat,4113,8131.18
5,19080,Rainy,House,2695,8863.42
7,5460,Summer,Flat,5718,3671.33
8,9180,Winter,Flat,7035,17084.17
4,6960,Winter,House,3279,5789.76
1,13480,Winter,Flat,8716,32435.37
2,1080,Summer,House,2080,736.81
7,12180,Winter,Flat,983,901.52
1,7225,Winter,Flat,2189,1020.79
3,4965,Summer,House,7099,3409.43
8,6515,Winter,Flat,4683,5450.29
8,10260,Rainy,House,3224,4147.53
3,16020,Winter,Flat,4534,6628.96
8,6500,Summer,Flat,7446,7099.34
1,26160,Rainy,House,9496,58339.74
2,22790,Summer,Flat,1125,7550.14
5,2590,Rainy,House,1568,1341.42
2,15575,Winter,House,2039,8599.08
6,12980,Summer,Flat,5314,22024.48
6,27045,Winter,Flat,8773,41065.79
4,5150,Rainy,House,5359,9901.67
2,730,Rainy,House,7531,915.45
7,6110,Rainy,Flat,2335,1285.46
3,6815,Rainy,Flat,9962,13327.25
3,13625,Summer,House,2345,11368.29
4,17850,Summer,Flat,4028,11144.41
7,16205,Winter,Flat,2585,10553.34
5,9750,Summer,Flat,6332,16552.73
3,17780,Rainy,House,2701,14143.76
7,4240,Winter,Flat,4129,1476.74
7,5750,Winter,House,9478,15379.65
2,8610,Rainy,Flat,5493,2965.43
8,4710,Winter,Flat,860,426.04
7,7590,Winter,House,3561,2959.26
6,6090,Summer,Flat,8579,14515.59
6,8310,Summer,House,9574,17294.77
1,6605,Summer,Flat,7367,8503.05
3,3910,Summer,House,5121,4555.4
6,3110,Rainy,Flat,4105,3753.75
4,5820,Rainy,House,2964,5020.97
6,21530,Winter,Flat,1650,4849.25
4,14590,Summer,Flat,9650,20477.58
6,4795,Winter,Flat,8264,3048.86
4,1135,Winter,House,6628,1438.01
1,2760,Summer,House,3703,2858.9
1,23290,Rainy,House,4303,22023.83
6,11600,Winter,House,7647,18761.65
5,17990,Summer,Flat,4592,13918.96
5,19340,Rainy,Flat,8060,45599.61
7,19500,Rainy,Flat,9651,25407.92
2,12955,Summer,House,5573,24199.99
8,22250,Winter,Flat,3065,12048.61
6,12305,Summer,House,8781,24676.72
3,8960,Summer,House,4247,9788.05
2,1625,Summer,House,7459,2891.41
5,10450,Rainy,House,2290,6826.56
7,13360,Summer,Flat,2239,6980.86
8,1850,Summer,Flat,671,383.31
5,9680,Winter,Flat,8293,15355.29
6,15500,Rainy,Flat,4829,10220.93
7,16555,Winter,House,577,1679.48
7,13515,Rainy,House,1819,7557.18
4,12985,Summer,Flat,447,1104.43
2,14600,Summer,House,4515,13959.7
8,15750,Summer,House,3329,15874.37
4,3270,Rainy,Flat,9427,3953.27
4,21570,Summer,House,4460,17484.62
1,16330,Summer,Flat,7076,22978.12
6,8645,Winter,House,9347,18628.3
4,9045,Summer,House,9828,16487.78
6,2250,Summer,Flat,2794,918.23
8,11000,Rainy,Flat,8034,5896.9
1,27860,Rainy,Flat,2087,5145.51
8,16750,Summer,Flat,8221,18605.74
6,6695,Summer,House,9651,19159.91
2,7600,Winter,House,3722,8550.35
8,7030,Rainy,House,9701,12864.21
2,13900,Summer,Flat,6030,11723.0
6,14935,Rainy,House,4474,11151.91
8,20905,Winter,House,6532,37357.47
6,13185,Rainy,House,3412,11167.27
6,13225,Winter,House,9021,27863.14
5,13030,Summer,House,9381,38287.73
1,19790,Summer,House,1910,9937.52
5,12060,Winter,House,7407,24128.66
7,11950,Summer,Flat,3179,7699.55
2,21920,Summer,Flat,6785,27207.52
8,9910,Summer,House,2415,7772.54
8,5015,Winter,House,744,1070.31
5,4780,Rainy,House,625,417.93
3,8250,Winter,House,3400,3866.64
8,7140,Rainy,House,4832,6849.57
6,17505,Winter,Flat,3708,12885.39
8,6780,Winter,House,1983,2364.41
6,1760,Summer,Flat,5266,1122.83
5,660,Summer,Flat,4823,366.3
3,630,Rainy,Flat,5604,449.13
3,7270,Summer,House,8392,7826.92
8,10270,Winter,Flat,1784,1184.87
5,10520,Summer,House,5370,14263.45
7,21625,Rainy,House,5527,29745.64
4,8010,Rainy,House,866,956.27
7,10035,Summer,House,4541,13401.46
8,4270,Rainy,Flat,4776,3233.36
8,7495,Winter,House,3639,1146.3
6,27500,Winter,House,5467,25487.29
6,18650,Winter,Flat,8429,31739.24
3,13210,Rainy,House,5020,11916.71
7,11440,Winter,Flat,5542,10141.71
5,8100,Summer,House,9378,9758.87
7,14330,Rainy,House,2221,10044.19
6,14000,Rainy,Flat,7521,13018.14
6,10840,Winter,House,9368,23477.06
8,10345,Rainy,Flat,3753,6902.06
3,13940,Summer,House,3118,15480.37
7,4990,Summer,Flat,4848,4799.4
1,6250,Rainy,Flat,8556,9873.09
3,5180,Rainy,Flat,3371,2742.11
3,15965,Summer,House,893,3556.93
5,5895,Summer,Flat,1032,911.16
8,12470,Summer,Flat,6644,6102.97
7,1360,Winter,House,835,318.77
2,17060,Summer,Flat,4705,13141.81
6,13015,Rainy,House,4481,12996.64
8,9310,Winter,House,8988,11980.48
4,13290,Summer,House,3108,7655.36
2,11340,Rainy,Flat,9103,23824.43
5,10160,Summer,Flat,5724,12604.56
4,6320,Rainy,Flat,3295,3943.53
6,4695,Rainy,Flat,3701,2599.8
3,5515,Winter,House,842,894.21
2,4070,Rainy,House,2551,1850.49
2,1420,Winter,House,3372,990.69
5,5205,Summer,House,9289,14897.12
7,22630,Summer,House,406,1955.96
1,20990,Rainy,House,7292,25376.2
4,12670,Rainy,Flat,3866,6377.99
7,9830,Summer,Flat,8768,20677.38
3,3130,Rainy,Flat,1626,508.97
8,5500,Summer,Flat,5668,5924.75
7,27210,Rainy,House,5621,37449.34
4,9165,Summer,Flat,7719,9198.7
7,12405,Rainy,Flat,3052,5936.85
4,16500,Summer,House,1296,5798.33
1,28880,Rainy,House,5500,45235.71
3,1285,Rainy,House,621,209.72
3,5130,Rainy,House,8114,12834.31
6,8970,Winter,House,5621,10180.88
4,10265,Winter,House,4833,9140.78
8,6090,Rainy,House,9760,18962.27
8,17050,Rainy,House,6167,33963.33
3,11010,Summer,House,7242,26443.34
1,15315,Winter,House,9972,25271.05
3,10380,Winter,House,9947,25504.24
2,15900,Rainy,House,6861,32197.67
5,9330,Winter,House,933,1532.12
6,11315,Winter,Flat,7816,17549.99
3,8560,Winter,House,7563,13672.66
5,10520,Summer,House,7285,21811.06
1,12500,Rainy,Flat,5169,18071.85
5,1890,Summer,Flat,432,120.12
6,12690,Winter,Flat,6483,10895.41
5,14135,Rainy,House,3250,8153.94
2,3340,Winter,Flat,7454,3520.89
2,6010,Summer,House,3138,2462.44
2,15520,Winter,Flat,7389,19597.32
8,5310,Winter,Flat,9507,8540.15
6,4610,Winter,House,2483,2433.31
7,12805,Summer,Flat,2474,8358.74
2,5850,Winter,House,3999,1708.15
6,3330,Summer,Flat,1878,1122.46
6,16370,Winter,Flat,7855,21733.55
5,14240,Summer,Flat,2517,4317.38
4,14710,Winter,Flat,2595,2135.3
4,14485,Summer,House,5052,18294.95
3,9130,Rainy,House,3800,9880.18
8,2750,Rainy,House,627,518.09
3,2475,Summer,Flat,6150,1613.99
4,3770,Winter,Flat,523,247.11
7,1290,Summer,House,4109,718.07
1,18370,Winter,House,8357,23270.14
5,10780,Rainy,House,8175,24324.67
3,16985,Winter,Flat,4623,11802.81
8,19145,Summer,Flat,3584,22381.18
7,15230,Summer,House,7279,14192.96
2,11460,Summer,Flat,4425,9774.93
2,9140,Summer,House,483,1049.11
3,8075,Summer,Flat,8696,14992.9
8,6280,Summer,House,3790,5672.8
8,1700,Summer,Flat,8255,3596.03
7,7840,Winter,House,8504,13332.14
3,8190,Winter,Flat,3650,3754.99
2,14820,Winter,House,4418,11944.07
4,7190,Winter,Flat,7513,6268.09
3,18380,Summer,Flat,2414,4249.32
6,10575,Summer,Flat,3961,9722.82
5,8390,Rainy,Flat,971,1126.95
4,1245,Summer,House,2038,746.02
7,1405,Summer,Flat,8472,3285.54
4,18000,Winter,Flat,2456,5286.83
7,21800,Winter,Flat,7281,16329.57
7,1550,Winter,Flat,491,79.02
2,8500,Summer,House,6347,11811.71
8,6070,Winter,House,4507,5476.61
1,19550,Rainy,House,2442,15868.12
4,6355,Winter,Flat,8329,5674.45
5,9875,Summer,Flat,6872,18470.58
4,3325,Winter,Flat,1638,389.38
4,6170,Rainy,Flat,3960,4618.22
8,21630,Winter,Flat,8952,13574.16
3,13935,Summer,House,6499,18341.63
3,3430,Winter,Flat,5660,4773.41
3,255,Summer,House,3475,209.88
4,7230,Summer,House,7344,19873.67
1,19145,Rainy,Flat,3798,9019.35
6,6330,Summer,Flat,2899,2314.77
6,8780,Winter,House,6057,12793.3
5,13505,Rainy,Flat,5939,18816.02
2,6030,Winter,House,3137,2492.89
8,14765,Summer,House,6219,20865.24
7,4645,Rainy,House,3098,1290.86
5,14210,Winter,House,5489,22024.64
1,16525,Winter,Flat,3668,10917.12
5,7500,Winter,Flat,5014,6002.23
1,8270,Rainy,Flat,3131,5884.83
8,1565,Summer,Flat,5899,1476.44
6,6090,Rainy,House,2751,3216.47
6,9600,Rainy,House,4044,10152.43
2,9500,Rainy,Flat,4703,12121.28
8,1890,Summer,House,9075,5808.88
8,17140,Rainy,House,1642,6043.43
8,24010,Summer,House,968,5806.7
3,12385,Winter,Flat,6497,10921.34
6,19200,Rainy,Flat,5635,29223.53
2,15460,Summer,House,1473,1553.89
2,13760,Summer,Flat,8443,8259.0
7,7770,Winter,House,8893,13612.25
4,5170,Winter,House,1623,923.95
7,9575,Winter,Flat,6728,5720.28
7,26680,Rainy,House,8839,43598.14
4,10130,Rainy,Flat,7521,9260.5
5,15075,Winter,House,8908,28748.74
7,3585,Winter,Flat,706,199.53
3,7840,Rainy,House,7249,10343.63
1,15240,Winter,House,3899,12156.0
4,15830,Rainy,Flat,1359,2082.17
6,9260,Winter,Flat,8168,13935.92
6,7570,Rainy,House,7216,12750.84
3,12515,Summer,Flat,9090,10993.57
2,8330,Summer,Flat,1606,2094.67
2,18470,Rainy,House,3112,11572.96
8,8000,Winter,Flat,9183,16261.37
3,10510,Summer,Flat,4015,8227.8
5,12005,Summer,Flat,5063,14694.82
6,18970,Winter,Flat,9113,24931.12
3,16930,Summer,Flat,2915,5078.15
4,3925,Summer,Flat,7518,7502.78
5,3810,Summer,House,2892,2040.29
4,10170,Winter,House,9044,12436.25
1,4500,Winter,House,8175,6300.75
4,15230,Rainy,Flat,4918,16792.9
6,12195,Summer,Flat,2547,2536.72
4,16900,Rainy,Flat,5916,15852.79
5,17760,Rainy,House,1595,5649.42
8,15000,Summer,House,3616,14040.69
6,1160,Rainy,House,5597,1900.84
2,23310,Summer,Flat,8137,37690.04
7,29195,Summer,House,8453,46315.44
5,14075,Rainy,Flat,4403,9904.1
4,11200,Winter,Flat,2976,5078.98
1,10480,Rainy,House,3207,12821.99
3,8700,Summer,House,8781,12193.69
5,15850,Summer,House,6209,28366.48
8,690,Rainy,Flat,5477,524.78
3,9800,Rainy,House,8919,10576.11
8,20465,Winter,House,7359,27030.34
6,12460,Summer,House,3724,17662.31
1,18695,Rainy,Flat,6888,15560.8
3,775,Rainy,Flat,3491,354.8
2,3255,Rainy,Flat,5905,5468.6
5,23750,Summer,House,7363,44461.34
6,6200,Rainy,Flat,5155,5857.68
2,11770,Winter,Flat,4011,3702.31
3,11980,Rainy,Flat,8965,19906.64
3,15375,Winter,House,3223,18844.23
7,7860,Summer,Flat,6450,6557.84
8,16580,Summer,Flat,5621,15654.16
7,15560,Summer,House,8440,36135.84
1,13180,Summer,House,9448,16613.81
2,14750,Summer,House,8600,24433.23
4,13225,Summer,House,8631,30910.84
6,5470,Rainy,Flat,9695,7354.63
5,9210,Winter,Flat,2527,4695.07
8,23925,Rainy,House,1768,6425.22
2,11560,Rainy,House,7558,18430.43
5,8590,Winter,House,9341,26299.25
3,17900,Winter,Flat,8321,12495.55
8,18000,Winter,House,639,3209.34
3,640,Rainy,House,983,109.6
4,10710,Rainy,Flat,9946,22309.75
6,14650,Rainy,House,3510,18407.22
8,4615,Winter,Flat,4864,3608.43
6,11930,Winter,Flat,1414,1934.59
8,11670,Winter,House,3767,7169.95
8,11180,Rainy,Flat,3232,3718.82
1,12180,Rainy,Flat,461,1463.98
2,7170,Summer,House,6510,20159.95
2,14980,Winter,House,8096,16224.81
7,12485,Rainy,Flat,2110,1868.58
8,12660,Rainy,House,1948,10306.76
8,6420,Summer,House,4576,5496.64
1,3435,Summer,House,8524,15048.15
1,10735,Winter,Flat,1763,3477.04
7,8860,Rainy,House,863,3351.01
3,17155,Summer,Flat,1882,7897.75
8,8875,Rainy,House,9464,20283.75
6,22825,Winter,House,9795,38477.82
4,11620,Rainy,House,1047,2275.19
5,7275,Summer,House,1734,5366.06
7,20760,Winter,House,3376,16156.93
4,2935,Rainy,Flat,7183,4273.19
1,9540,Summer,House,3792,8032.11
3,5620,Summer,House,1154,611.25
4,23040,Rainy,Flat,1497,6783.66
2,3700,Winter,House,8377,2920.29
7,900,Summer,House,2812,478.7
5,19230,Rainy,House,5435,27583.18
5,12620,Rainy,House,1336,3032.32
4,8000,Rainy,House,6845,14454.2
2,22000,Winter,House,4463,15442.0
3,8195,Rainy,Flat,8153,13073.63
1,4565,Rainy,House,5655,3183.15
7,10890,Rainy,Flat,485,1286.4
1,13520,Rainy,Flat,7944,15387.83
8,15620,Winter,Flat,8059,31976.28
6,23440,Summer,Flat,2192,7884.21
5,13790,Summer,House,3148,14980.63
7,18500,Summer,Flat,8332,29581.41
7,13025,Summer,Flat,2485,6854.92
8,3630,Summer,House,9132,10918.95
3,17240,Summer,House,5559,19412.37
5,3570,Winter,House,8485,2083.14
2,19850,Summer,House,4394,15557.06
4,12715,Summer,House,428,1034.58
7,6075,Summer,House,6813,11141.38
2,3350,Winter,House,4579,1606.96
7,4300,Summer,Flat,8442,5307.88
6,4790,Winter,Flat,5037,1851.88
4,5615,Rainy,House,7365,6898.33
4,6650,Summer,Flat,4708,10309.86
8,15600,Rainy,House,9287,41493.55
5,2640,Summer,Flat,5102,3989.51
5,11400,Rainy,Flat,3281,2649.13
2,20015,Summer,House,953,2861.01
4,15280,Rainy,Flat,9640,25138.05
2,23650,Winter,Flat,7273,26892.28
4,8110,Rainy,House,9304,22533.72
4,8480,Summer,House,3115,4663.94
4,15230,Summer,Flat,4134,21603.93
3,15045,Rainy,Flat,4618,12327.97
8,11435,Winter,Flat,6708,12177.96
6,17310,Summer,House,2154,12374.94
6,16270,Winter,Flat,973,849.17
8,12000,Winter,Flat,8460,7736.9
6,28390,Rainy,Flat,4193,28875.6
5,15105,Rainy,Flat,7398,10582.95
3,11065,Winter,Flat,9313,14687.52
2,11430,Rainy,Flat,7643,14413.1
2,15300,Rainy,Flat,8760,22996.46
2,11275,Rainy,Flat,7850,18506.68
3,1565,Summer,House,6365,2527.09
4,2620,Rainy,Flat,1380,285.76
6,23285,Winter,House,2417,9162.4
5,4525,Winter,Flat,6506,3548.32
1,3480,Winter,House,4070,2835.17
5,1035,Summer,House,5135,840.55
1,25110,Winter,House,4791,21477.73
5,9665,Winter,Flat,5888,8996.3
4,18200,Rainy,Flat,6230,25299.19
6,28780,Rainy,House,9120,76409.78
8,30940,Rainy,House,2593,14300.48
1,6700,Summer,House,9110,21714.13
6,12620,Winter,Flat,2083,2566.76
1,4850,Summer,House,1781,1484.16
8,26380,Summer,House,5106,25520.53
5,5860,Winter,House,3587,6830.53
4,9250,Winter,Flat,6216,5788.62
8,12710,Winter,Flat,2560,3593.42
2,26790,Summer,Flat,8551,36055.28
2,14570,Winter,House,5262,13914.8
1,14970,Rainy,Flat,1061,1168.44
7,1860,Winter,Flat,8257,2651.2
1,4885,Rainy,House,4050,2741.01
4,6405,Summer,House,6421,9476.15
3,11635,Winter,House,8053,25206.98
8,13210,Rainy,House,4654,12947.01
3,9190,Winter,Flat,7995,15436.74
4,21575,Winter,House,3445,17862.54
3,2625,Rainy,House,5108,2889.91
1,1450,Summer,House,4415,1887.51
4,13130,Summer,House,5673,20389.43
1,15890,Rainy,House,7941,32030.66
4,21790,Rainy,Flat,5908,21634.27
1,5920,Summer,Flat,5067,2979.39
6,11450,Summer,Flat,6202,14122.74
5,18710,Winter,House,5858,27930.3
3,17750,Rainy,Flat,9301,14060.71
2,18495,Summer,House,7356,50169.35
8,16640,Winter,House,6385,17259.01
7,2160,Rainy,House,5443,3237.06
1,5195,Winter,Flat,9934,14660.3
5,20075,Rainy,Flat,2056,2652.16
1,25710,Rainy,Flat,2608,16584.65
7,13560,Rainy,House,6874,20084.47
6,3450,Winter,Flat,652,307.43
8,18780,Rainy,House,1878,10094.36
1,14860,Winter,Flat,8330,8518.09
1,12500,Winter,House,9920,17622.22
4,5870,Summer,House,3770,7690.79
1,7250,Summer,House,9218,9383.76
2,5700,Summer,Flat,9858,7704.45
1,5600,Rainy,Flat,5049,4991.33
1,2280,Summer,House,6889,4324.74
8,5225,Winter,Flat,950,614.12
3,13250,Summer,House,1385,3410.55
5,27700,Summer,House,4199,36751.33
8,825,Summer,Flat,500,36.04
5,5645,Summer,Flat,4795,4102.45
4,6955,Summer,Flat,1875,2840.35
6,10460,Winter,Flat,4663,5562.28
6,16570,Winter,Flat,2350,6282.54
5,5270,Rainy,House,5558,8326.86
7,8470,Winter,Flat,1795,2307.03
8,6625,Winter,House,1451,1859.19
3,10505,Rainy,House,5505,12118.69
1,9650,Rainy,House,7958,24642.87
1,14020,Rainy,House,7465,16701.41
7,2545,Rainy,House,1031,727.93
4,6940,Summer,House,8185,18794.25
2,11960,Winter,Flat,6079,8263.87
8,11010,Summer,Flat,1436,2607.29
2,9760,Winter,House,7393,8239.0
8,10990,Rainy,Flat,1059,2317.39
7,9990,Summer,House,9115,11554.11
7,19710,Winter,House,8936,49721.61
8,18960,Summer,Flat,2545,14829.39
5,795,Winter,Flat,3266,216.98
2,10310,Winter,Flat,1666,1623.18
4,5170,Rainy,House,5246,7582.14
8,10535,Rainy,House,6314,9523.25
5,26400,Rainy,Flat,8975,47742.31
3,28910,Winter,House,5393,9558.4
2,3865,Winter,House,3231,1871.24
7,10300,Rainy,Flat,4313,3832.07
6,1600,Winter,House,8011,3237.79
6,12950,Summer,House,9898,13594.88
2,2905,Winter,House,4980,2191.05
7,5470,Winter,House,5144,6033.09
2,8940,Rainy,Flat,6522,4770.12
2,7750,Winter,House,1627,3436.76
7,17310,Winter,House,9416,51554.58
4,10475,Summer,House,2222,7064.74
5,15290,Summer,Flat,5663,9538.06
8,8845,Rainy,House,1743,7004.33
3,10970,Rainy,House,3637,5048.02
1,4850,Summer,Flat,1352,1966.18
3,31980,Winter,House,2258,15742.42
5,8370,Winter,Flat,6040,4086.78
8,6750,Summer,Flat,8982,5413.34
7,25980,Summer,Flat,768,5961.24
6,21070,Rainy,Flat,1868,7706.47
2,12190,Summer,Flat,3683,9047.9
4,16320,Winter,Flat,9785,21135.58
2,6500,Summer,House,2218,4454.07
5,16010,Winter,House,8087,18765.58
3,13635,Summer,House,8079,21619.05
5,2690,Winter,Flat,3787,1188.37
5,7880,Rainy,Flat,8638,15781.94
3,15460,Rainy,House,1783,7553.71
8,8675,Winter,House,639,1278.43
4,1670,Winter,Flat,6406,989.47
5,15015,Rainy,House,6688,36573.55
4,15370,Winter,House,875,2718.12
2,16115,Summer,Flat,7741,15582.18
6,5390,Winter,House,4749,9894.39
2,1630,Rainy,House,9706,3169.21
2,33900,Rainy,Flat,8323,23602.34
7,5715,Rainy,House,6078,2749.16
7,6195,Rainy,Flat,2681,3850.35
7,9810,Summer,House,1582,1907.82
4,11270,Winter,Flat,6351,11577.26
8,10110,Rainy,Flat,3001,4581.54
5,4790,Winter,House,5816,4432.43
7,10825,Winter,Flat,7777,12968.07
4,29340,Winter,Flat,7199,56135.67
4,9690,Summer,Flat,9861,22662.14
2,1775,Summer,Flat,6144,3038.06
6,9830,Rainy,Flat,8169,11298.68
5,4515,Winter,House,8785,7646.91
8,1140,Summer,Flat,8234,711.57
1,6630,Summer,Flat,7939,7604.44
2,8900,Summer,Flat,6026,10897.1
5,10010,Winter,Flat,8172,6859.94
4,9540,Summer,House,8899,14761.1
5,10020,Rainy,Flat,451,574.98
4,2190,Winter,House,2485,967.84
2,5180,Rainy,Flat,8310,6719.39
