FamilyMembers,HouseType,Sqft,Season,Units
1,House,787,Winter,3331.2
3,House,1870,Winter,2357.44
6,House,989,Winter,668.62
1,House,371,Winter,3505.59
3,House,359,Winter,386.74
6,Flat,1218,Rainy,4634.81
2,House,2197,Summer,4333.33
4,House,2384,Summer,1391.48
2,Flat,580,Rainy,831.78
3,Flat,685,Summer,3190.95
1,Flat,2357,Summer,3371.97
2,House,905,Rainy,4659.74
1,Flat,903,Winter,898.62
1,Flat,1932,Rainy,1296.14
6,House,1597,Summer,1052.52
1,House,1303,Summer,2241.69
6,Flat,1794,Winter,1623.44
2,House,1874,Rainy,985.35
5,House,556,Rainy,1180.23
4,Flat,1521,Winter,1132.15
6,Flat,2342,Rainy,1084.84
3,House,343,Winter,4431.73
3,House,684,Rainy,1532.63
3,House,1370,Winter,1076.0
3,Flat,1024,Summer,3433.52
4,House,1087,Winter,5211.71
6,House,2466,Winter,5240.63
4,Flat,1661,Winter,846.48
4,House,1834,Rainy,8747.62
3,House,2062,Rainy,993.81
1,Flat,1005,Winter,3934.0
3,House,1837,Summer,1129.4
3,House,2442,Rainy,8007.08
2,House,1404,Rainy,1310.59
2,Flat,404,Winter,384.19
5,House,2306,Summer,385.53
1,Flat,691,Rainy,3514.24
3,House,863,Summer,2767.77
2,Flat,1276,Winter,963.2
2,Flat,2384,Rainy,1914.22
3,Flat,397,Rainy,3069.5
4,Flat,1814,Rainy,308.54
1,House,1723,Summer,168.77
3,House,542,Summer,2781.14
3,House,987,Winter,1295.71
2,House,2019,Winter,744.75
3,Flat,1563,Winter,2133.9
2,House,558,Rainy,1463.16
5,Flat,1243,Winter,1957.77
3,Flat,1315,Winter,3033.45
6,House,1821,Summer,1219.5
2,Flat,1631,Summer,2434.87
6,House,2448,Summer,4531.7
5,House,632,Winter,5489.38
4,House,1922,Winter,739.91
3,House,789,Rainy,3276.85
5,Flat,945,Summer,2690.78
4,House,820,Winter,972.67
3,Flat,1688,Summer,4206.59
3,House,2064,Summer,4029.21
4,House,631,Winter,985.07
2,House,1466,Winter,964.52
6,Flat,1661,Summer,1282.27
4,House,1325,Summer,4418.52
1,House,1050,Rainy,2219.05
6,House,518,Summer,4071.46
2,Flat,581,Summer,1904.54
3,Flat,1037,Rainy,1202.74
5,House,1414,Summer,530.34
5,Flat,2233,Rainy,3212.98
6,House,1655,Rainy,2731.89
2,Flat,711,Winter,1185.99
6,House,1174,Summer,292.37
3,House,1754,Rainy,2155.98
1,Flat,328,Summer,715.86
6,Flat,614,Rainy,16.26
4,House,1077,Summer,3546.97
3,Flat,2455,Winter,1535.95
5,House,508,Rainy,3326.81
4,Flat,2361,Summer,2342.16
1,House,1346,Summer,2071.37
4,House,559,Winter,1989.74
2,House,774,Rainy,3992.2
5,House,432,Winter,791.3
5,Flat,1589,Rainy,4271.88
1,Flat,864,Summer,210.13
6,Flat,1423,Winter,1811.01
6,Flat,1250,Summer,1162.39
4,Flat,869,Rainy,2111.06
4,House,1175,Rainy,7555.9
6,House,1154,Summer,5335.05
6,House,1805,Rainy,1335.2
2,Flat,2086,Winter,552.09
1,House,1522,Rainy,609.98
3,House,1700,Rainy,3586.75
2,House,1277,Rainy,2938.67
4,Flat,1663,Rainy,431.74
5,Flat,2150,Summer,1469.8
5,Flat,781,Summer,1829.93
3,House,1715,Rainy,2366.47
5,Flat,375,Rainy,688.99
5,House,715,Winter,2707.61
1,Flat,1702,Rainy,2857.33
1,Flat,1634,Summer,1201.56
5,Flat,2314,Winter,2928.22
5,House,2339,Winter,2114.21
2,Flat,1239,Summer,862.7
5,House,826,Summer,2356.58
6,House,2105,Rainy,1932.65
6,Flat,2455,Summer,873.12
2,Flat,466,Summer,1183.71
3,Flat,1448,Summer,473.68
1,Flat,2294,Summer,2981.52
2,House,568,Summer,328.55
6,Flat,1772,Rainy,1472.64
5,House,1171,Rainy,2274.41
5,Flat,405,Summer,1709.08
1,House,1905,Winter,1876.07
5,House,2475,Rainy,799.1
4,Flat,2499,Rainy,6799.25
6,House,1715,Winter,816.08
6,House,2294,Winter,3865.81
6,Flat,536,Rainy,5176.37
4,House,2047,Winter,452.82
1,House,2145,Summer,451.6
6,House,952,Rainy,1784.09
1,Flat,803,Summer,3758.69
6,House,1548,Winter,335.08
4,Flat,1695,Winter,2551.97
4,Flat,1962,Winter,1988.38
6,House,2049,Rainy,1646.1
1,Flat,1051,Rainy,2594.79
2,Flat,1835,Summer,1553.68
6,Flat,1300,Rainy,6147.85
2,Flat,1664,Winter,3164.82
1,Flat,506,Winter,1044.47
2,Flat,2243,Rainy,260.53
5,House,1117,Winter,3426.87
4,House,801,Rainy,536.87
5,House,1529,Winter,461.22
6,Flat,863,Winter,1018.4
5,Flat,775,Winter,1070.12
3,Flat,366,Summer,3417.22
5,Flat,2176,Winter,2725.13
6,Flat,623,Winter,4103.67
5,Flat,1795,Winter,1380.44
1,Flat,1993,Winter,1553.48
4,House,967,Summer,6088.48
6,Flat,522,Summer,539.81
6,Flat,791,Rainy,833.02
3,Flat,1272,Winter,757.45
1,House,461,Winter,1084.9
2,House,1064,Summer,3722.93
3,House,1298,Rainy,4619.74
2,House,349,Winter,2082.22
4,Flat,882,Rainy,2355.2
6,House,632,Rainy,1429.62
6,House,2483,Summer,8961.29
6,House,1913,Rainy,2038.63
6,Flat,693,Rainy,2214.34
6,Flat,1969,Summer,7257.64
5,Flat,772,Rainy,2235.3
6,House,393,Rainy,139.43
1,House,2247,Summer,1861.25
2,Flat,869,Winter,2610.46
4,Flat,1094,Rainy,3050.16
6,Flat,2352,Winter,650.64
2,Flat,1676,Rainy,1865.24
2,Flat,1468,Rainy,6986.03
4,Flat,562,Summer,1660.0
2,House,944,Winter,896.11
6,House,2054,Rainy,2885.05
6,Flat,2479,Winter,508.18
2,House,1305,Winter,1425.6
3,House,1981,Rainy,4645.47
4,Flat,2005,Summer,339.62
5,House,1358,Rainy,2615.01
2,Flat,553,Summer,2564.27
5,House,655,Winter,1269.91
5,House,913,Summer,1645.02
6,House,1116,Summer,374.8
1,Flat,823,Summer,3056.11
6,Flat,2225,Summer,3851.12
6,House,1924,Rainy,2947.14
6,Flat,1497,Summer,530.6
2,Flat,663,Rainy,665.97
2,House,739,Summer,42.62
6,Flat,1525,Winter,7234.0
4,House,1393,Rainy,299.37
6,House,907,Winter,4475.47
4,House,2393,Summer,443.27
6,Flat,419,Summer,2845.98
5,House,1820,Rainy,5845.11
3,Flat,1898,Winter,2139.19
4,House,394,Winter,586.01
2,House,675,Summer,6204.62
2,House,366,Rainy,501.03
3,House,2223,Summer,1090.96
6,Flat,2388,Summer,534.56
5,Flat,519,Winter,885.17
4,Flat,2257,Rainy,1153.36
1,House,1633,Summer,209.67
1,House,1690,Winter,73.77
4,Flat,1591,Summer,4083.99
5,House,2280,Winter,593.45
3,Flat,1866,Winter,2953.62
4,House,693,Summer,3869.89
6,Flat,2121,Rainy,3739.92
5,House,2487,Summer,373.8
6,Flat,1096,Rainy,2737.25
3,Flat,1473,Summer,3931.19
3,House,1617,Summer,1317.61
6,Flat,370,Winter,587.56
1,House,2097,Rainy,433.07
6,Flat,2093,Summer,1972.37
4,Flat,2485,Summer,3641.5
2,Flat,1838,Rainy,390.17
2,Flat,1120,Summer,2109.32
5,House,1862,Winter,155.34
6,Flat,898,Winter,1222.6
5,Flat,890,Winter,392.51
4,House,2330,Rainy,952.61
6,Flat,2268,Winter,2352.56
1,House,1235,Summer,1362.23
3,Flat,1201,Rainy,885.1
5,House,2277,Summer,2103.57
5,Flat,439,Summer,5980.78
2,Flat,309,Rainy,624.87
6,Flat,1848,Rainy,1531.56
3,Flat,1371,Rainy,6623.13
1,Flat,2190,Summer,2438.52
2,House,695,Rainy,297.78
1,House,415,Rainy,928.42
1,Flat,2293,Winter,1719.21
3,House,2391,Rainy,974.46
1,House,1972,Summer,984.9
4,Flat,422,Rainy,999.72
3,House,1298,Winter,465.95
2,Flat,2497,Rainy,1261.69
2,Flat,976,Summer,333.8
2,House,1273,Rainy,4975.22
6,House,1390,Winter,1122.88
3,House,1956,Winter,908.78
1,Flat,2269,Winter,278.46
4,House,502,Rainy,1907.0
6,House,837,Winter,53.26
3,House,792,Winter,341.1
4,Flat,617,Summer,5598.68
6,Flat,2238,Winter,2546.63
5,House,371,Summer,354.7
1,Flat,2015,Summer,239.26
6,House,1266,Rainy,1099.99
2,House,1580,Winter,509.36
2,Flat,1945,Summer,1498.87
1,Flat,1924,Rainy,3879.54
4,Flat,2260,Summer,3753.36
5,Flat,434,Summer,187.54
1,Flat,364,Rainy,59.13
1,Flat,1688,Winter,1564.98
1,Flat,1325,Rainy,4891.19
1,House,1659,Winter,302.85
4,House,1104,Winter,1018.04
4,Flat,825,Summer,13044.75
5,House,2147,Winter,2047.19
2,Flat,1331,Rainy,1875.32
3,House,850,Winter,301.92
2,Flat,885,Winter,1918.11
1,House,996,Winter,3568.92
6,Flat,478,Rainy,4884.15
4,Flat,584,Winter,2911.12
5,Flat,571,Winter,3111.63
6,House,569,Winter,3958.13
4,House,2366,Rainy,2280.58
6,Flat,2424,Winter,728.19
1,Flat,1689,Rainy,1151.08
3,Flat,1412,Summer,1226.25
2,Flat,1495,Rainy,5333.95
4,House,1072,Rainy,2056.19
3,Flat,911,Rainy,3421.72
4,House,2285,Rainy,997.9
3,Flat,1687,Summer,1190.8
1,House,1238,Rainy,866.85
4,House,948,Summer,273.78
4,House,1536,Winter,680.66
2,Flat,1709,Rainy,2395.22
4,Flat,1969,Winter,4334.82
6,House,889,Rainy,1601.3
3,House,1261,Winter,350.94
4,Flat,1890,Winter,789.95
5,House,2409,Winter,6385.91
4,Flat,2085,Winter,56.37
6,House,751,Summer,403.53
1,Flat,965,Summer,7757.98
4,Flat,1846,Rainy,1305.84
4,House,428,Summer,3554.09
2,House,342,Winter,3214.52
1,House,1483,Summer,2957.07
3,House,692,Summer,3606.03
6,House,1754,Winter,880.03
6,Flat,1825,Winter,1573.51
1,Flat,367,Rainy,2307.55
3,House,892,Rainy,223.16
6,Flat,1308,Summer,3234.14
2,House,636,Summer,1493.27
4,House,800,Winter,349.09
4,Flat,858,Winter,3090.66
2,Flat,1099,Winter,64.15
2,House,1648,Rainy,1975.53
1,House,2270,Summer,3526.49
2,Flat,1765,Summer,4657.95
1,Flat,2388,Winter,1145.76
3,Flat,868,Winter,896.3
4,House,2316,Rainy,1514.24
3,Flat,642,Rainy,1678.64
2,House,1689,Rainy,5310.09
1,Flat,1826,Winter,757.06
5,Flat,1405,Summer,3582.1
4,Flat,2144,Winter,990.5
5,Flat,1976,Summer,94.61
2,Flat,750,Rainy,2654.87
3,House,987,Rainy,6605.76
1,House,829,Winter,536.67
3,House,433,Summer,1926.0
1,Flat,335,Summer,3403.4
3,Flat,342,Rainy,1026.67
6,Flat,888,Rainy,3688.48
4,House,678,Rainy,1228.3
4,Flat,2337,Rainy,1717.17
6,House,465,Rainy,137.35
6,Flat,554,Summer,427.2
2,House,1490,Winter,5631.67
5,House,1610,Rainy,4388.72
2,House,1086,Summer,745.58
5,House,795,Summer,1276.7
3,House,924,Summer,3952.39
4,Flat,595,Summer,10229.64
3,Flat,800,Winter,351.9
1,House,998,Summer,6506.04
1,Flat,2122,Winter,729.76
3,Flat,469,Winter,3827.53
1,Flat,1878,Rainy,1073.35
6,Flat,1252,Summer,5876.53
1,House,2028,Rainy,2098.78
3,Flat,2088,Summer,2223.23
2,Flat,800,Rainy,111.91
3,Flat,1518,Winter,230.24
5,House,410,Summer,4824.47
2,House,466,Winter,664.63
5,Flat,2367,Winter,428.6
1,House,1588,Rainy,636.67
5,Flat,802,Winter,780.73
5,Flat,889,Summer,7178.13
5,Flat,1449,Rainy,1192.79
1,Flat,1382,Summer,5214.45
3,House,351,Summer,7329.7
2,House,1281,Summer,2217.12
3,House,1149,Rainy,3865.19
3,Flat,456,Rainy,2764.79
2,House,417,Winter,2996.41
5,House,673,Rainy,2472.13
6,Flat,784,Rainy,389.06
4,Flat,1483,Summer,8430.5
6,House,1095,Summer,807.33
6,Flat,752,Summer,2703.61
5,Flat,1916,Rainy,4189.75
6,Flat,517,Rainy,1716.51
2,House,1913,Summer,934.99
1,House,1283,Rainy,5791.94
5,House,452,Winter,997.84
3,Flat,1338,Rainy,2042.98
3,Flat,1729,Winter,582.1
1,Flat,1391,Winter,230.38
3,House,982,Summer,4519.02
5,House,2281,Summer,1701.12
1,House,762,Rainy,300.47
6,House,1486,Rainy,7031.94
5,House,1093,Rainy,9419.9
1,House,1163,Summer,1809.86
4,Flat,517,Rainy,4108.22
1,House,1919,Summer,643.34
3,House,774,Winter,1215.1
4,House,2038,Summer,521.24
5,House,1404,Rainy,3402.08
2,Flat,2183,Rainy,817.32
6,Flat,944,Winter,3300.61
1,Flat,1119,Rainy,2941.55
5,House,668,Summer,5110.56
3,House,1728,Winter,811.0
2,House,2318,Winter,336.95
2,Flat,1598,Winter,259.95
6,House,780,Summer,5196.33
5,Flat,1906,Summer,6543.14
3,Flat,545,Winter,1626.73
3,House,566,Summer,2901.93
3,House,810,Winter,4634.41
6,House,601,Rainy,1387.74
3,House,2270,Winter,472.68
5,House,1915,Winter,1544.06
6,House,1595,Summer,173.87
3,House,1140,Winter,6914.39
3,House,1240,Winter,1484.81
5,Flat,2163,Rainy,1895.55
6,House,1254,Winter,168.93
1,Flat,729,Rainy,1520.87
3,House,1220,Winter,737.41
1,Flat,328,Summer,1145.56
1,Flat,2053,Summer,1023.28
6,Flat,1718,Rainy,836.85
6,House,1790,Winter,771.74
6,Flat,1613,Winter,605.56
4,House,568,Rainy,580.73
1,House,324,Rainy,1648.66
5,Flat,2437,Rainy,166.19
6,House,1824,Summer,2725.06
4,House,377,Rainy,5536.79
6,House,1687,Rainy,721.21
2,House,1320,Rainy,779.01
4,House,327,Summer,1515.32
6,House,1345,Winter,1935.96
6,Flat,1582,Winter,665.62
2,Flat,562,Summer,4011.07
4,Flat,1760,Winter,3822.25
3,House,2385,Summer,2808.8
1,House,1777,Winter,3185.89
3,Flat,1141,Rainy,1451.49
5,Flat,1127,Summer,7406.87
4,House,1912,Summer,8216.47
3,Flat,458,Winter,2167.48
3,House,2241,Winter,186.84
3,Flat,612,Rainy,1719.56
3,Flat,365,Summer,2839.54
3,House,2287,Rainy,1823.83
4,House,695,Winter,425.4
5,House,383,Rainy,476.92
3,House,1644,Summer,9489.38
6,Flat,510,Winter,3287.58
2,House,2362,Rainy,870.88
5,Flat,573,Winter,258.04
5,House,2315,Summer,7336.65
5,Flat,309,Winter,2402.14
5,Flat,1270,Summer,1799.68
6,House,1475,Winter,381.85
5,House,978,Summer,3763.26
4,Flat,359,Winter,1228.82
2,Flat,705,Summer,6045.75
5,Flat,842,Winter,2744.02
6,Flat,776,Winter,773.16
5,Flat,1254,Rainy,1766.31
5,House,940,Winter,3690.39
2,House,1533,Summer,1909.33
6,House,1810,Rainy,9998.5
3,Flat,725,Winter,713.93
2,House,1453,Winter,221.04
1,House,731,Summer,925.13
6,House,950,Winter,7430.66
3,Flat,1703,Winter,4372.42
1,Flat,1370,Winter,1084.23
4,Flat,2078,Winter,1789.19
3,Flat,1188,Summer,174.85
6,House,1976,Winter,4829.26
5,House,1874,Rainy,4069.67
4,House,1127,Winter,2227.73
3,Flat,373,Rainy,3689.72
3,House,669,Summer,941.68
6,House,984,Summer,3791.09
2,Flat,346,Summer,4509.74
5,Flat,1615,Summer,4295.22
2,House,1596,Summer,930.61
5,House,876,Winter,7352.12
4,House,1915,Winter,3115.18
4,Flat,1524,Rainy,673.69
2,House,2171,Rainy,209.34
4,House,661,Rainy,2811.08
1,House,611,Winter,1903.48
5,Flat,2048,Rainy,225.89
4,House,2054,Winter,756.04
5,Flat,2386,Winter,1272.15
5,House,676,Rainy,4712.04
6,House,424,Summer,1552.6
5,Flat,465,Summer,2018.52
4,Flat,551,Winter,724.3
4,House,1285,Winter,6943.85
3,Flat,325,Summer,2622.57
1,Flat,2012,Rainy,8001.67
4,Flat,883,Summer,1297.75
3,House,563,Rainy,1359.46
6,Flat,679,Summer,10352.95
1,Flat,799,Rainy,888.7
4,House,2314,Summer,4453.74
3,Flat,2129,Winter,1267.55
5,Flat,862,Rainy,789.47
3,Flat,1606,Winter,1020.23
5,House,2019,Rainy,3230.5
2,House,351,Rainy,748.22
3,House,2334,Rainy,1424.43
3,House,758,Summer,2712.04
4,House,1235,Rainy,2448.49
3,House,984,Rainy,724.38
5,House,775,Rainy,238.97
5,Flat,2311,Rainy,2079.87
2,House,1088,Winter,1600.68
2,Flat,305,Summer,478.66
1,House,644,Rainy,1685.91
2,Flat,2403,Winter,1791.65
4,House,1926,Winter,553.7
1,House,668,Rainy,3852.41
1,Flat,1345,Winter,1849.6
1,House,1485,Summer,1161.53
4,Flat,2041,Summer,7918.2
6,House,1955,Rainy,8361.16
4,Flat,2363,Summer,29.17
3,House,2192,Winter,126.32
3,House,1478,Winter,4469.4
1,House,329,Rainy,471.38
4,Flat,720,Winter,2735.35
6,House,2340,Winter,3232.86
6,House,2276,Rainy,852.41
1,House,417,Rainy,201.27
4,Flat,2470,Summer,2070.54
3,House,1064,Winter,931.34
1,Flat,2478,Rainy,3405.33
3,Flat,643,Rainy,4291.29
1,House,1786,Rainy,364.14
6,House,1241,Summer,7281.6
4,House,1117,Winter,3140.22
6,Flat,1249,Rainy,6836.08
2,House,818,Winter,4207.76
1,Flat,727,Summer,2337.02
6,House,1731,Summer,4460.88
6,House,1409,Summer,1010.62
1,House,694,Rainy,282.15
1,Flat,1554,Rainy,1199.05
6,Flat,848,Summer,6006.65
1,House,2125,Summer,1063.55
1,Flat,887,Winter,3036.94
3,House,826,Winter,9900.66
2,House,1146,Summer,396.35
6,Flat,733,Summer,1817.22
1,Flat,519,Summer,2066.41
1,Flat,1443,Winter,1176.12
2,House,997,Summer,4637.83
1,Flat,353,Winter,303.1
6,Flat,1728,Winter,434.92
2,House,1295,Rainy,405.14
3,Flat,1336,Winter,285.97
5,House,329,Rainy,2780.99
4,Flat,1869,Summer,1784.83
6,House,1691,Rainy,6519.25
1,Flat,1044,Winter,1175.23
6,House,315,Summer,4759.44
2,House,2347,Rainy,3494.52
4,Flat,1258,Summer,3010.28
3,Flat,2209,Rainy,2202.66
3,House,1092,Winter,980.61
4,Flat,2109,Rainy,1690.61
2,House,1562,Winter,1545.77
6,House,1852,Summer,3523.51
5,House,2392,Summer,4641.42
1,House,1265,Winter,1056.28
3,House,2466,Rainy,517.23
1,Flat,536,Rainy,1481.67
2,Flat,365,Winter,1583.31
6,Flat,1615,Summer,3833.07
3,House,1928,Summer,815.87
1,Flat,1504,Summer,3202.5
3,House,2132,Winter,803.26
1,Flat,2175,Rainy,4850.61
1,Flat,512,Summer,4529.08
6,House,1007,Rainy,1381.09
5,House,675,Summer,2423.81
6,House,904,Rainy,3112.2
4,Flat,2288,Rainy,2192.31
2,House,1745,Winter,25.91
3,House,1203,Summer,1904.05
5,House,502,Rainy,4225.26
3,House,1935,Summer,2954.4
3,House,390,Summer,337.01
3,House,808,Winter,1627.61
1,House,848,Rainy,1016.28
6,House,1132,Summer,1373.06
6,House,417,Rainy,152.72
6,House,604,Rainy,2648.66
2,Flat,1463,Rainy,3545.62
2,House,1291,Summer,1319.22
1,Flat,2017,Winter,422.17
2,Flat,1158,Winter,1331.89
5,Flat,373,Winter,2434.59
6,House,2307,Winter,2454.17
5,House,1086,Rainy,799.28
4,House,1887,Winter,752.8
2,Flat,1751,Rainy,3682.14
1,Flat,914,Rainy,1338.64
6,House,437,Winter,1028.26
5,House,796,Winter,1806.3
3,House,1355,Winter,4542.98
3,House,1682,Winter,2445.98
5,House,1401,Summer,1092.75
4,Flat,2126,Winter,1196.42
5,House,1199,Winter,322.65
3,Flat,945,Summer,1322.38
4,Flat,409,Rainy,964.13
6,House,1058,Summer,2484.35
6,House,1443,Rainy,856.96
2,House,577,Rainy,1870.79
4,House,566,Rainy,4469.86
1,Flat,889,Summer,5092.55
4,Flat,794,Winter,643.96
2,House,661,Summer,3571.78
1,Flat,2094,Rainy,1969.14
4,Flat,2102,Winter,202.88
5,Flat,1726,Summer,2710.41
6,Flat,2329,Rainy,1386.01
1,Flat,398,Winter,1035.15
3,House,490,Winter,847.26
5,House,2270,Summer,4218.24
5,Flat,456,Summer,675.34
1,Flat,602,Winter,868.95
5,House,2349,Rainy,608.75
6,House,1750,Rainy,5938.43
6,House,1934,Rainy,930.08
1,Flat,2266,Winter,404.0
4,Flat,1244,Rainy,445.48
4,House,576,Rainy,7068.86
3,House,982,Rainy,1186.07
1,House,2031,Rainy,4272.58
5,Flat,2348,Summer,11901.39
5,House,612,Summer,2212.69
4,House,1179,Summer,1368.68
3,Flat,2228,Rainy,6913.88
6,House,2177,Rainy,5016.19
6,House,457,Summer,2103.08
2,House,730,Summer,1245.26
3,House,2083,Rainy,2877.82
5,Flat,1666,Rainy,818.08
2,House,1001,Summer,2535.85
3,House,409,Winter,163.33
4,House,958,Summer,10995.12
3,Flat,1836,Rainy,1441.35
3,Flat,892,Summer,6776.54
2,House,1100,Rainy,989.08
4,Flat,984,Rainy,1514.34
6,House,1375,Rainy,3799.86
4,House,1207,Rainy,2569.88
4,House,2150,Winter,779.47
2,Flat,598,Winter,1794.77
4,House,1479,Winter,977.85
3,House,2018,Winter,485.72
2,Flat,1205,Rainy,1187.06
1,House,1414,Winter,2378.48
2,Flat,2192,Summer,817.36
2,House,1889,Summer,1696.59
4,House,1811,Summer,2333.26
4,Flat,1406,Rainy,2558.09
1,Flat,2300,Summer,328.25
5,Flat,1340,Rainy,610.9
4,House,1865,Summer,7760.83
3,House,2199,Rainy,2759.22
1,House,371,Winter,4175.58
4,House,2131,Rainy,1499.82
1,Flat,1401,Summer,6476.98
6,House,2363,Rainy,811.69
2,Flat,1125,Summer,1638.77
4,House,505,Winter,307.78
3,Flat,1467,Rainy,1991.99
5,House,493,Summer,9587.67
4,Flat,457,Summer,5411.01
3,House,2442,Winter,923.18
4,Flat,2487,Rainy,853.73
2,House,2178,Rainy,2306.15
5,House,878,Rainy,15671.17
3,Flat,699,Summer,3411.75
5,Flat,2462,Winter,461.28
2,House,1995,Summer,2576.1
5,Flat,310,Summer,1866.99
4,Flat,2250,Winter,2759.51
2,House,438,Winter,174.98
1,House,1077,Summer,751.52
3,House,2091,Rainy,2404.29
5,House,1251,Summer,8970.9
1,Flat,572,Rainy,1766.57
1,Flat,457,Winter,705.19
5,House,2299,Winter,2048.17
6,House,360,Summer,2196.37
4,House,1308,Rainy,2362.49
6,Flat,526,Winter,913.88
6,Flat,2427,Summer,1050.32
3,House,2100,Summer,43.74
1,Flat,2148,Rainy,919.15
6,Flat,2278,Summer,4126.2
3,Flat,1292,Winter,5592.79
4,Flat,2421,Summer,1448.33
1,House,1644,Winter,61.78
2,House,1960,Summer,2572.67
5,House,1605,Summer,4108.4
1,House,386,Winter,2273.13
1,Flat,1006,Winter,2979.56
3,House,784,Summer,3141.99
2,House,2066,Summer,12303.27
1,Flat,333,Rainy,2657.83
4,House,1670,Summer,1545.49
2,Flat,774,Winter,1917.08
1,House,998,Summer,663.27
5,House,1259,Summer,1435.37
3,Flat,1086,Summer,2452.35
3,House,686,Rainy,2211.98
4,House,586,Summer,6490.97
6,House,548,Summer,2035.1
2,Flat,672,Rainy,1209.86
3,Flat,368,Summer,3304.12
5,Flat,1017,Winter,1299.03
2,House,884,Summer,7388.4
5,Flat,1325,Winter,1300.3
1,House,1439,Summer,1157.08
1,House,331,Winter,6334.76
3,Flat,1336,Rainy,73.89
1,House,1254,Rainy,2194.04
3,House,677,Winter,2149.69
2,House,2256,Rainy,7211.91
3,House,1380,Rainy,2660.74
5,Flat,2336,Winter,739.65
3,House,2001,Rainy,4336.36
5,Flat,1815,Rainy,3938.83
5,House,2321,Summer,5453.51
4,House,325,Summer,361.86
1,House,2117,Winter,387.37
3,Flat,2138,Summer,1373.03
4,Flat,618,Summer,11941.19
3,House,1802,Rainy,1584.38
1,House,1045,Rainy,2916.59
6,House,341,Winter,1029.06
3,House,1185,Rainy,1222.87
1,House,321,Rainy,1357.59
5,House,2396,Rainy,3532.72
2,Flat,752,Summer,3069.74
6,Flat,1729,Winter,386.79
6,House,1548,Rainy,3834.96
5,House,985,Winter,463.93
4,House,970,Winter,702.62
1,House,2378,Rainy,782.04
4,House,593,Rainy,1116.13
3,House,1529,Winter,3555.22
2,Flat,1252,Winter,601.36
2,Flat,346,Summer,2185.99
2,House,1187,Winter,1707.62
5,Flat,1023,Rainy,3991.81
2,House,1970,Rainy,2540.25
2,Flat,760,Rainy,1485.45
4,Flat,882,Rainy,1795.52
5,House,1497,Summer,6016.04
2,Flat,1726,Summer,362.21
6,House,1506,Summer,951.03
5,House,1217,Rainy,1670.51
3,Flat,1284,Summer,4177.02
1,Flat,1487,Summer,3840.89
4,House,1611,Rainy,1314.92
5,Flat,1007,Winter,445.97
5,Flat,805,Summer,1246.27
2,House,1696,Summer,1302.9
1,House,1139,Summer,654.35
5,Flat,2276,Rainy,3605.97
2,House,1816,Summer,3630.74
5,Flat,991,Winter,3742.51
5,Flat,2052,Winter,764.62
2,House,968,Winter,4520.6
2,Flat,1334,Winter,516.64
6,House,2220,Summer,6490.93
3,Flat,1202,Winter,1550.25
2,House,450,Summer,2530.75
6,House,1314,Winter,2082.52
1,House,1917,Summer,6953.13
2,House,1904,Rainy,2345.69
3,Flat,1330,Rainy,1371.39
3,Flat,1863,Rainy,2009.14
5,Flat,1716,Summer,2793.67
1,House,2225,Rainy,6724.44
3,Flat,2480,Winter,1019.23
3,Flat,1576,Summer,1925.54
3,Flat,967,Winter,1254.78
3,House,818,Rainy,1191.99
1,Flat,1483,Summer,2404.68
5,House,700,Summer,471.06
5,House,1750,Rainy,2055.71
1,House,2307,Rainy,1308.34
5,House,604,Summer,8069.19
4,House,576,Winter,2266.53
6,Flat,1018,Rainy,2718.25
1,Flat,1740,Winter,735.44
3,Flat,319,Summer,311.8
3,Flat,452,Summer,1911.18
5,Flat,1138,Summer,179.38
5,Flat,1256,Winter,545.35
4,Flat,2406,Winter,1586.18
4,Flat,2023,Winter,3740.02
6,Flat,399,Rainy,3016.99
5,House,1181,Rainy,4395.22
3,Flat,2162,Rainy,5541.45
1,Flat,651,Rainy,3757.43
1,House,1159,Rainy,1201.52
6,Flat,2077,Summer,1503.26
6,Flat,665,Rainy,1789.21
6,Flat,476,Summer,4266.44
5,House,1275,Winter,1686.63
6,Flat,2335,Winter,2861.68
3,House,1763,Summer,4893.37
2,House,1495,Summer,5538.17
2,Flat,2334,Rainy,978.3
3,Flat,2476,Summer,4820.19
4,Flat,1132,Summer,610.88
2,House,1427,Summer,2574.4
2,Flat,1959,Rainy,4883.05
6,Flat,987,Rainy,4931.76
2,Flat,1118,Winter,1299.45
2,House,1160,Winter,6582.61
3,Flat,1020,Winter,1278.43
5,Flat,579,Winter,277.28
5,House,2317,Winter,204.98
6,Flat,977,Summer,1765.03
4,Flat,883,Winter,1031.5
1,Flat,666,Summer,169.95
5,House,2494,Rainy,2080.02
2,Flat,2065,Summer,644.51
5,House,2236,Summer,6642.29
2,Flat,326,Summer,2118.16
4,Flat,2426,Winter,328.37
2,Flat,717,Summer,4039.66
2,Flat,723,Winter,8943.76
4,House,587,Rainy,1877.3
1,House,1967,Winter,612.38
4,House,1108,Winter,2801.62
5,House,1137,Rainy,927.56
3,Flat,706,Rainy,3650.7
2,Flat,413,Winter,406.16
6,Flat,613,Rainy,1012.13
1,House,1768,Summer,5738.55
3,Flat,727,Winter,870.4
2,Flat,1874,Winter,194.28
4,House,1833,Summer,975.59
2,Flat,411,Winter,1504.19
5,Flat,384,Summer,1920.5
6,House,1483,Summer,8675.91
2,House,1856,Rainy,5394.04
